Chemical Name,Chemical ID,CAS RN,Disease Name,Disease ID,Direct Evidence,Inference Network,Inference Score,Reference Count
Bleomycin,D001761,11056-06-7,Acute Kidney Injury,MESH:D058186,,AHSG|ALB|ATP5F1B|BAX|CCR5|CD44|CP|EDN1|EGFR|GAS6|GC|GSK3B|HAVCR1|HBEGF|HMOX1|HPX|HSPA1A|IGF1|IL10|IL6|LCN2|MIR10A|MIR140|MIR143|MIR146B|MIR151|MIR152|MIR23A|MIR25|MIR26A1|MIR30A|MIR30D|MIR3473|MIR99A|MIRLET7I|MPO|NFE2L2|NFKB1|NOS2|NQO1|PPARG|SIRT1|SOD1|SPP1|TF|TGFB1|TGFBR1|TNF|TP53|VEGFA,55.16,42
Galactosamine,D005688,7535-00-4,Acute Kidney Injury,MESH:D058186,,ALB|AMBP|BAX|EGFR|G6PD|HBEGF|HMOX1|HP|IGFBP1|IL10|IL6|MPO|NFE2L2|NFKB1|NOS2|NQO1|OCLN|PPARG|SOD1|SPP1|TGFB1|TLR4|TNF|VEGFA,51.25,27
Arachidonic Acid,D016718,,Acute Kidney Injury,MESH:D058186,,ALB|AVP|BAX|CYP1B1|CYP2C19|CYP2C9|CYP2D6|EDN1|EGFR|EPHX2|GSK3B|HMOX1|IL6|INS|KNG1|MPO|NFE2L2|NQO1|PPARG|SOD1|TGFB1|TLR4|TNF|TNFRSF12A|TP53|TTR|UGT1A1|UGT1A9|VEGFA,49.97,31
Plant Preparations,D028321,,Acute Kidney Injury,MESH:D058186,,A2M|ALB|ATP5F1B|BAX|CLU|CP|CYP1B1|CYP2C9|CYP3A23-3A1|EDN1|EGFR|GC|HMOX1|HP|HPX|HSPA1A|IGF1|IL10|IL6|INS|KNG1|LCN2|LRP2|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|RUP2|SOD1|TF|TGFB1|TNF|TP53|VEGFA,48.86,34
chrysin,C043561,480-40-0,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP1B1|CYP2C9|EDN1|EGFR|EPO|HMOX1|IGF1|IL10|IL6|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|SIRT1|TGFB1|TLR4|TNF|TP53|UGT1A1|UGT1A9|VEGFA,46.66,28
Hydrocortisone,D006854,50-23-7,Acute Kidney Injury,MESH:D058186,,A2M|ALB|CYP1B1|CYP2D6|CYP3A23-3A1|EPO|GSTA1|GSTP1|HAVCR1|HMOX1|IGF1|IGFBP1|IL10|IL6|INS|KLK1|NFE2L2|NOS2|NPPA|NQO1|OCLN|POMC|PPARG|RAPGEF3|SERPINA1|SIRT1|SPP1|TF|TGFB1|TLR2|TLR4|TNF|TTR|VEGFA,46.08,39
bisphenol A,C006780,80-05-7,"Kidney Tubular Necrosis, Acute",MESH:D007683,,CCT7|FABP1|POMC|PPARA|SOD2,45.92,6
myricetin,C040015,529-44-2,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP1B1|CYP2C19|CYP2C9|CYP2D6|EGFR|G6PD|HBEGF|HMOX1|IL6|MPO|NFE2L2|OCLN|SIRT1|TGFB1|TNF|TP53|UGT1A1|UGT1A9|VEGFA,45.71,24
liquiritigenin,C083152,,Acute Kidney Injury,MESH:D058186,,B2M|CST3|CYP2C19|CYP2C9|HAVCR1|HMOX1|IL10|IL6|LCN2|MPO|NFE2L2|NOS2|NQO1|TGFB1|TLR4|TNF,45.47,22
SB 203580,C093642,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CP|EDN1|EGFR|GSK3B|GSTP1|HBEGF|HMOX1|HSPA1A|IGF1|IL10|IL6|INS|MIR143|MPO|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|OCLN|POMC|PPARG|SIRT1|SPP1|TFF3|TGFB1|TLR2|TLR4|TNF|TP53|UGT1A1|VEGFA,45.43,38
U 0126,C113580,,Acute Kidney Injury,MESH:D058186,,ALB|AVP|BAX|CD44|CLU|CYP1B1|EDN1|EGFR|GSK3B|GSTA1|GSTP1|HBEGF|HMOX1|HSPA1A|IGF1|IL10|IL6|INS|KNG1|MIR99A|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|POMC|PPARG|SIRT1|SOD1|SPP1|TGFB1|TLR2|TNF|TP53|UGT1A1|VEGFA,45.32,43
Nitroprusside,D009599,15078-28-1,Acute Kidney Injury,MESH:D058186,,BAX|BDKRB2|EDN1|EPO|G6PD|GSK3B|HMOX1|IGF1|IL10|IL6|KNG1|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PLG|POMC|SIRT1|SOD1|SPP1|TLR2|TNF|TP53|VEGFA,45.11,28
salvin,C018381,3650-09-7,Acute Kidney Injury,MESH:D058186,,A2M|AHSG|ALB|B2M|BAX|C3|CLU|CP|GC|GFER|GSTP1|HMOX1|HP|HPX|KNG1|LCN2|MPO|MUG1|NFE2L2|NOS2|NQO1|ORM1|PLG|PPARG|SIRT1|SOD1|TF|TNF,44.87,22
Rutin,D012431,153-18-4,Acute Kidney Injury,MESH:D058186,,ALB|BAX|BDKRB2|CYP1B1|EGFR|G6PD|HMOX1|IGF1|IL10|IL6|MIR152|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|SIRT1|SLC22A12|SOD1|TGFB1|TLR4|TNF|TP53|VEGFA,44.01,30
"Sodium Chloride, Dietary",D017673,,Acute Kidney Injury,MESH:D058186,,AVP|B2M|CST3|EDN1|EPHX2|HAVCR1|HMOX1|IGF1|IL10|IL6|KLK1|LCN2|NFE2L2|NOS2|NPPA|PLG|POMC|SOD1|SPP1|TGFB1|TNF|TP53,43.51,30
Hexachlorobenzene,D006581,118-74-1,Acute Kidney Injury,MESH:D058186,,CP|CYP1B1|CYP3A23-3A1|EGFR|EPHX2|GSK3B|GSTM2|GSTP1|HMOX1|HP|IGF1|IGG-2A|IL10|IL6|LCN2|NFE2L2|NOS2|NOS3|NQO1|ORM1|PPARG|SOD1|TF|TGFB1|TGFBR1|TTR|VEGFA,43.12,24
Nitric Oxide,D009569,10102-43-9,Acute Kidney Injury,MESH:D058186,,ATP5F1B|AVP|B2M|BAX|BDKRB2|CCR5|EDN1|EPO|GSTM2|HAVCR1|HMOX1|IL10|IL6|INS|KLK1|KNG1|MPO|NFE2L2|NFKB1|NOS2|NOS3|NPPA|OCLN|POMC|PPARG|SIRT1|SOD1|SPP1|TGFB1|TLR4|TNF|TP53|VEGFA,42.86,42
dapagliflozin,C529054,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|EPO|HAVCR1|HMOX1|IL10|IL6|LCN2|MIR122|MIR192|MPO|NFE2L2|NFKB1|PPARG|SIRT1|TGFB1|TLR4|TNF|TP53,42.85,26
2-(4-morpholinyl)-8-phenyl-4H-1-benzopyran-4-one,C085911,154447-36-6,Acute Kidney Injury,MESH:D058186,,BAX|CD44|CYP1B1|EDN1|EGFR|EPO|GSK3B|GSTA1|GSTP1|HBEGF|HMOX1|HSPA1A|IGF1|IL6|INS|MIR122|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|OCLN|PPARG|SIRT1|SOD1|SPP1|TF|TGFB1|TLR2|TLR4|TNF|TP53|UGT1A1|VEGFA,42.30,37
Quartz,D011791,14808-60-7,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP1B1|EDN1|HMOX1|HP|HSPA1A|IL6|KNG1|LCN2|MIR140|MIR146B|MIR25|MIR26A1|MIR30A|MIR30D|MIR99A|ORM1|SPP1|TGFB1|TGFBR1|TNF|TP53|VEGFA,42.07,25
Aluminum Chloride,D000077410,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|EPO|GSK3B|HMOX1|IGF1|IL10|IL6|INS|MPO|NFE2L2|NOS2|OCLN|POMC|SIRT1|SOD1|TF|TGFB1|TGFBR1|TLR2|TLR4|TNF|TP53|VEGFA,41.96,26
Cholesterol,D002784,57-88-5,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CST3|CYP2C9|CYP3A23-3A1|EGFR|GSK3B|HAVCR1|HBEGF|HMOX1|IGF1|IGFBP1|IL10|IL6|INS|LCN2|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|SIRT1|TFF3|TGFB1|TLR4|TNF|TP53|VEGFA,41.84,35
Wortmannin,D000077191,19545-26-7,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CCR5|CLU|CYP1B1|EDN1|EGFR|GSK3B|GSTP1|HMOX1|HSPA1A|IGF1|IL6|INS|KNG1|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|SIRT1|TGFB1|TLR2|TNF|TP53|VEGFA,41.39,35
kaempferol,C006552,520-18-3,Acute Kidney Injury,MESH:D058186,,BAX|CD44|CYP1B1|CYP2C9|GSK3B|GSTA1|GSTM2|GSTP1|HMOX1|IL10|IL6|NFE2L2|NOS2|NOS3|NQO1|OCLN|PPARG|SOD1|SPP1|TGFB1|TNF|TP53|UGT1A1|UGT1A9|VEGFA,41.23,24
Butyric Acid,D020148,107-92-6,Acute Kidney Injury,MESH:D058186,,ALB|B2M|BAX|C3|CD44|CYP1B1|CYP2C9|CYP2D6|EGFR|GSK3B|GSTP1|HBG2|IGF1|IL6|MIR122|NFE2L2|NFKB1|NQO1|OCLN|PPARG|SOD1|SPP1|TGFB1|TLR2|TLR4|TNF|TP53|UGT1A1|VEGFA,40.85,32
Eugenol,D005054,97-53-0,Acute Kidney Injury,MESH:D058186,,AHSG|ALB|ATP5F1B|B2M|BAX|CCR5|CD44|CYP1B1|CYP2C9|CYP2D6|EGFR|EPHX2|G6PD|GSK3B|GSTA1|GSTM2|GSTP1|HMOX1|HP|IL10|IL6|MPO|NFE2L2|NFKB1|NOS2|NQO1|PPARG|SLC22A12|SOD1|TLR4|TNF|TP53|UGT1A1|UGT1A9,40.82,32
Cycloheximide,D003513,66-81-9,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CD44|CYP1B1|CYP3A23-3A1|EDN1|EGFR|EPO|G6PD|GSK3B|GSTA1|HBEGF|HMOX1|IFNA2|IGF1|IL10|IL6|INS|KNG1|LRP2|NFE2L2|NFKB1|NOS2|NOS3|NQO1|ORM1|POMC|PPARG|SIRT1|TGFB1|TNF|TP53|UGT1A1|VEGFA,40.36,39
2-Acetylaminofluorene,D015073,53-96-3,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CD44|CLU|CYP1B1|CYP3A23-3A1|EGFR|GSTA1|GSTP1|HMOX1|IFNA2|IL10|IL6|MIR146B|MIR99A|MIRLET7I|MTHFR|NFE2L2|NFKB1|NOS2|NOS3|NQO1|SIRT1|SOD1|TF|TFF3|TGFB1|TNF|TP53|TTR|UGT1A9|VEGFA,40.35,27
nuciferine,C008692,475-83-2,Acute Kidney Injury,MESH:D058186,,BAX|CYP2C19|CYP2C9|CYP2D6|HMOX1|IL10|IL6|INS|MCOLN1|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|OCLN|PPARG|SLC22A12|SOD1|TGFB1|TLR2|TLR4|TNF|UGT1A9|VEGFA,39.71,21
galangin,C037032,548-83-4,Acute Kidney Injury,MESH:D058186,,BAX|CYP1B1|CYP2C9|EGFR|GSTP1|HAVCR1|HMOX1|IL6|NFE2L2|NOS2|NQO1|SIRT1|TGFB1|TGFBR1|TLR4|TNF|UGT1A1|UGT1A9|VEGFA,39.55,27
Luteolin,D047311,491-70-3,Acute Kidney Injury,MESH:D058186,,BAX|CYP1B1|CYP2C19|CYP2C9|EGFR|GSTA1|HBEGF|HMOX1|IL10|IL6|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|OCLN|PPARG|SOD1|TGFB1|TNF|TP53|UGT1A1|UGT1A9|VEGFA,39.44,23
Zymosan,D015054,9010-72-4,Acute Kidney Injury,MESH:D058186,,BAX|C3|CD44|EPO|HMOX1|IGF1|IL10|IL6|MPO|NFKB1|NOS2|NPPA|ORM1|POMC|PPARG|SOD1|SPP1|TGFB1|TLR2|TLR4|TNF|VEGFA,39.30,22
robinin,C005183,301-19-9,Acute Kidney Injury,MESH:D058186,,BAX|CST3|HAVCR1|HMOX1|IL6|NFE2L2|NFKB1|NPPA|SIRT1|TGFB1|TLR2|TLR4|TNF,39.23,21
"6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1-carboxamide",C550547,,Acute Kidney Injury,MESH:D058186,,BAX|CST3|EPO|GSK3B|HAVCR1|HMOX1|IL10|IL6|INS|MPO|NFE2L2|NOS3|NQO1|OCLN|SIRT1|TGFB1|TLR4|TNF|TP53,38.78,27
ferrous sulfate,C020748,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CD44|G6PD|GSK3B|HMOX1|IFNA2|IL6|KLK1|NFE2L2|NFKB1|NOS2|NQO1|SOD1|SPP1|TF|TLR2|TLR4|TNF,38.63,22
Trinitrobenzenesulfonic Acid,D014302,2508-19-2,Acute Kidney Injury,MESH:D058186,,ALB|BAX|C3|CCR5|CD44|FSTL1|GSK3B|GSTM2|HAVCR1|HMOX1|IGF1|IL10|IL6|LCN2|LRG1|MPO|NFE2L2|NFKB1|NOS2|NQO1|OCLN|POMC|PPARG|SIRT1|SPP1|TFF3|TGFB1|TGFBR1|TLR2|TLR4|TNF|TP53|VEGFA,38.62,36
Chitosan,D048271,9012-76-4,Acute Kidney Injury,MESH:D058186,,BAX|GSK3B|HAVCR1|HMOX1|IL10|IL6|LCN2|NFE2L2|NOS2|NQO1|OCLN|SOD1|SPP1|TGFB1|TLR2|TLR4|TNF,38.52,24
Febuxostat,D000069465,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CST3|HAVCR1|HMOX1|IL10|IL6|MPO|NFE2L2|NFKB1|SIRT1|TGFB1|TLR4|TNF|VEGFA,38.15,21
Rosmarinic Acid,D000097123,,Acute Kidney Injury,MESH:D058186,,BAX|HAVCR1|HMOX1|IL10|IL6|INS|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|SOD1|TF|TGFB1|TLR4|TNF,37.96,23
Glyburide,D005905,10238-21-8,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CP|CST3|EDN1|G6PD|HMOX1|IGF1|IL10|IL6|INS|MPO|NFE2L2|NFKB1|NOS2|PPARG|SOD1|TGFB1|TLR4|TNF|TP53,37.87,23
vinpocetine,C013983,42971-12-0,Acute Kidney Injury,MESH:D058186,,ALB|BAX|HAVCR1|HMOX1|IL6|MPO|NFE2L2|NPPA|PPARG|SIRT1|TGFB1|TLR4|TNF|VEGFA,37.56,26
naringenin,C005273,480-41-1,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP1B1|CYP2C19|CYP2C9|EGFR|G6PD|HAVCR1|HMOX1|IL6|NFE2L2|NFKB1|NOS2|NQO1|PPARG|SIRT1|SOD1|SPP1|TGFB1|TNF|TP53|UGT1A1|UGT1A9|VEGFA,37.35,34
Mifepristone,D015735,84371-65-3,Acute Kidney Injury,MESH:D058186,,AVP|BAX|C3|CD44|CP|CYP1B1|CYP3A23-3A1|EGFR|FSTL1|GSK3B|GSTA1|HBEGF|HMOX1|IGF1|IGFBP1|IL10|IL6|INS|MIR148A|MIR23A|NFE2L2|NFKB1|NOS2|NOS3|NPPA|NQO1|OCLN|POMC|PPARG|RAPGEF3|SERPINA1|SIRT1|TGFB1|TGFBR1|TNF|VEGFA,37.20,35
Cilostazol,D000077407,73963-72-1,Acute Kidney Injury,MESH:D058186,,BAX|GSK3B|HAVCR1|HMOX1|IL6|LCN2|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|SIRT1|SOD1|TNF|TP53,37.04,26
andrographolide,C030419,5508-58-7,Acute Kidney Injury,MESH:D058186,,BAX|CYP1B1|CYP2C9|CYP3A23-3A1|EDN1|GSK3B|GSTM2|HMOX1|HP|IL6|MPO|NFE2L2|NOS2|NOS3|NQO1|PPARG|SOD1|SPP1|TGFB1|TNF|TP53|VEGFA,36.94,21
Linoleic Acid,D019787,2197-37-7,Acute Kidney Injury,MESH:D058186,,ALB|CYP2C19|CYP2C9|EDN1|GSTA1|HAVCR1|HMOX1|IL10|IL6|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|TGFB1|TNF|TTR|VEGFA,36.79,26
bergenin,C006741,477-90-7,Acute Kidney Injury,MESH:D058186,,BAX|HAVCR1|HMOX1|IL10|IL6|MPO|NFE2L2|NOS2|NQO1|PPARG|SIRT1|SOD1|TLR4|TNF,36.70,21
gamma-sitosterol,C025473,,Acute Kidney Injury,MESH:D058186,,BAX|EGFR|HMOX1|IL10|IL6|MPO|NFE2L2|NOS2|NQO1|OCLN|SIRT1|SOD1|TGFB1|TNF|VEGFA,36.70,15
Indirubin E804,C509867,,Acute Kidney Injury,MESH:D058186,,BAX|CYP1B1|EGFR|HMOX1|IGF1|IL10|IL6|NFKB1|NOS2|SOD1|TGFB1|TLR2|TLR4|TNF|VEGFA,36.47,14
Phloretin,D010693,60-82-2,Acute Kidney Injury,MESH:D058186,,BAX|EGFR|GSK3B|IGF1|IL10|IL6|INS|NFE2L2|NFKB1|NOS3|PPARG|TNF|TP53|UGT1A1|UGT1A9|VEGFA,36.45,18
potassium oxonate,C489337,,Acute Kidney Injury,MESH:D058186,,HAVCR1|HMOX1|IL6|LCN2|MPO|NFE2L2|NOS2|NQO1|SLC22A12|TGFB1|TLR2|TLR4|TNF,36.28,21
boric acid,C032688,11113-50-1,Acute Kidney Injury,MESH:D058186,,BAX|CST3|GAS6|HAVCR1|HMOX1|IL10|IL6|INS|NFE2L2|NFKB1|NOS2|NQO1|PPARG|SOD1|TGFB1|TLR2|TLR4|TNF,36.12,23
isoliquiritigenin,C040920,961-29-5,Acute Kidney Injury,MESH:D058186,,BAX|CYP1B1|CYP2C19|CYP2C9|HAVCR1|HMOX1|IL10|IL6|NFE2L2|NFKB1|NOS2|NQO1|PPARG|SIRT1|TGFB1|TNF|UGT1A1|UGT1A9,35.98,25
Phytochemicals,D064209,,Acute Kidney Injury,MESH:D058186,,BAX|EDN1|GSK3B|HEXB|HMOX1|IL10|IL6|MPO|NFE2L2|NFKB1|NOS2|POMC|TGFB1|TNF|TP53,35.81,15
4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole,C090942,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CD44|CYP1B1|EGFR|HMOX1|IL10|IL6|NFE2L2|NOS2|NPPA|NQO1|OCLN|SIRT1|SOD1|SPP1|TGFB1|TNF|TP53|VEGFA,35.63,25
Lithocholic Acid,D008095,434-13-9,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP1B1|CYP2C9|CYP2D6|CYP3A23-3A1|GSK3B|GSTA1|GSTM2|HMOX1|IL10|IL6|INS|LRP2|NFE2L2|NQO1|OCLN|ORM1|SIRT1|SOD1|TGFB1|TGFBR1|TNF|UGT1A1|UGT2B|VEGFA,35.46,24
ferulic acid,C004999,1135-24-6,Acute Kidney Injury,MESH:D058186,,ALB|BAX|C3|G6PD|HMOX1|IL20|IL6|MIR10A|MIR25|MIR30A|MPO|NFE2L2|NOS2|OCLN|PPARG|TGFB1|TLR2|TLR4|TNF|VEGFA,35.41,23
carnosol,C068623,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP2C19|CYP2C9|CYP2D6|HAVCR1|HMOX1|IL6|MPO|NFE2L2|NQO1|SOD1|TNF,35.04,18
cobaltiprotoporphyrin,C007095,14325-03-2,Acute Kidney Injury,MESH:D058186,,ALB|GSK3B|HMOX1|HPX|IGF1|IL10|IL6|MPO|NFE2L2|NOS2|NOS3|NQO1|PPARG|SIRT1|SOD1|TGFB1|TLR2|TLR4|TNF|TP53|VEGFA,34.98,24
morin,C008548,480-16-0,Acute Kidney Injury,MESH:D058186,,BAX|CP|GSK3B|HMOX1|IL10|IL6|INS|NFE2L2|NOS2|NQO1|PPARG|SOD1|TGFB1|TLR4|TNF|TP53|UGT1A1|UGT1A9|VEGFA,34.89,20
Berberine,D001599,2086-83-1,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CST3|EGFR|GSK3B|HAVCR1|HMOX1|IGF1|IL10|IL6|INS|LCN2|MPO|NFE2L2|NFKB1|NOS2|NQO1|PPARG|SIRT1|SOD1|SPP1|TGFB1|TLR4|TNF|TP53|VEGFA,34.51,33
7-bromoindirubin-3'-oxime,C514974,,Acute Kidney Injury,MESH:D058186,,CYP1B1|EGFR|IGF1|IL10|IL6|NOS2|SPP1|TGFB1|TLR2|TLR4|TNF|VEGFA,34.47,13
taxifolin,C003377,480-18-2,Acute Kidney Injury,MESH:D058186,,ALB|BAX|G6PD|GAS6|HMOX1|IGF1|IL6|MPO|NFE2L2|NFKB1|NQO1|SIRT1|SOD1|TGFB1|TLR4|TNF|UGT1A1,34.35,20
Monocrotaline,D016686,315-22-0,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CYP1B1|CYP2C19|CYP3A23-3A1|EDN1|GSK3B|HMOX1|IL10|IL6|KNG1|MIR122|MPO|NFE2L2|NOS2|NOS3|NPPA|NQO1|SERPINA1|TF|TGFB1|TLR4|TNF|TP53|VEGFA,34.15,28
N-(2-(4-bromocinnamylamino)ethyl)-5-isoquinolinesulfonamide,C063509,127243-85-0,Acute Kidney Injury,MESH:D058186,,CYP1B1|EDN1|EGFR|GSK3B|HMOX1|IL6|INS|KNG1|NFE2L2|NFKB1|NOS3|NPPA|NQO1|POMC|SIRT1|SOD1|SPP1|TGFB1|TLR4|TNF|VEGFA,34.02,26
procyanidin B2,C479580,29106-49-8,Acute Kidney Injury,MESH:D058186,,ALB|BAX|GSK3B|HMOX1|IL10|IL6|MIR122|MPO|NFE2L2|NQO1|TLR4|TNF|UGT1A9|VEGFA,33.98,17
Aluminum Oxide,D000537,1344-28-1,Acute Kidney Injury,MESH:D058186,,C3|CLU|EGFR|GSTA1|IGF1|IL10|IL6|LCN2|MPO|SOD1|SPP1|TGFB1|TNF|TP53|VEGFA,33.80,17
Silymarin,D012838,,Acute Kidney Injury,MESH:D058186,,A2M|ALB|BAX|G6PD|GSTP1|HMOX1|IGF1|IL10|IL6|INS|MIR30A|MPO|NFE2L2|NFKB1|NOS2|NQO1|OCLN|PPARG|SOD1|TGFB1|TLR4|TNF|UGT1A1,33.72,25
Sucrose,D013395,57-50-1,Acute Kidney Injury,MESH:D058186,,BAX|G6PD|GSTA1|HBEGF|HMOX1|IL10|IL6|INS|NFE2L2|NOS2|NOS3|NQO1|PPARG|SIRT1|SOD1|TGFB1|TNF|TP53,33.47,20
Staurosporine,D019311,62996-74-1,Acute Kidney Injury,MESH:D058186,,BAX|CCR5|EDN1|EGFR|EPO|HBEGF|HMOX1|IGF1|INS|KNG1|NFE2L2|NFKB1|NOS2|NPPA|NQO1|SIRT1|TNF|TP53|VEGFA,33.41,25
theaflavin,C056068,4670-05-7,Acute Kidney Injury,MESH:D058186,,ALB|BAX|CD44|EGFR|HAVCR1|HMOX1|IL6|MPO|NFE2L2|NOS3|SIRT1|TNF|TP53,33.39,20
Oleic Acid,D019301,112-80-1,Acute Kidney Injury,MESH:D058186,,ALB|BAX|EDN1|EGFR|GSK3B|GSTA1|HAVCR1|HMOX1|IFNA2|IL10|IL6|INS|MIR30A|NFE2L2|NFKB1|NOS3|NQO1|PPARG|SIRT1|SOD1|TGFB1|TNF|TP53|TTR|VEGFA,33.27,32
Olanzapine,D000077152,,Acute Kidney Injury,MESH:D058186,,A2M|AFM|ALB|BAX|C3|CLU|CP|GC|GSK3B|HMOX1|HPX|IL10|IL6|INS|KNG1|MTHFR|NFE2L2|NFKB1|POMC|PPARG|SOD1|TNF|TP53|TTR,33.18,24
Hypoxanthine,D019271,68-94-0,Acute Kidney Injury,MESH:D058186,,BAX|HAVCR1|HMOX1|IL6|LCN2|NFE2L2|NOS2|NQO1|SLC22A12|SOD1|TGFB1|TNF,33.14,20
salvianolic acid B,C076944,115939-25-8,Acute Kidney Injury,MESH:D058186,,BAX|GSTP1|HMOX1|IL6|NFE2L2|NOS2|NQO1|SIRT1|SOD1|TGFB1|TGFBR1|TLR4|TNF|TP53,32.91,14
"7,3'-dihydroxy-4'-methoxyisoflavone",C121707,,Acute Kidney Injury,MESH:D058186,,ALB|BAX|EPO|GSK3B|HMOX1|IL6|NFE2L2|NFKB1|NQO1|SIRT1|TGFB1|TNF|UGT1A1|UGT1A9|VEGFA,32.90,21
Freund's Adjuvant,D005620,9007-81-2,Acute Kidney Injury,MESH:D058186,,A2M|BAX|BDKRB2|C3|CP|CYP2C19|EGFR|HP|IGF1|IGG-2A|IL10|IL6|KNG1|LCN2|MPO|NFKB1|NOS2|NOS3|NQO1|SPP1|TGFB1|TLR4|TNF|VEGFA,32.90,22
Iron,D007501,7439-89-6,Acute Kidney Injury,MESH:D058186,,ALB|B2M|BAX|CP|EDN1|EGFR|EPO|G6PD|GSK3B|GSTA1|HMOX1|HSPA1A|IGF1|IL6|LCN2|MCOLN1|MPO|NFE2L2|NFKB1|NOS2|NQO1|OCLN|PPARG|SIRT1|SLC11A1|SOD1|TF|TGFB1|TGFBR1|TNF|TP53,32.82,37
cerous chloride,C026690,7790-86-5,Acute Kidney Injury,MESH:D058186,,ALB|B2M|EPHX2|GSTP1|HMOX1|HSPA1A|IL10|IL6|MPO|NFKB1|NOS2|SOD1|TGFB1|TLR2|TLR4|TNF,32.73,17
tetramethylpyrazine,C017953,1124-11-4,Acute Kidney Injury,MESH:D058186,,BAX|CLU|EGFR|HAVCR1|HMOX1|IL6|MPO|NFE2L2|NOS2|NOS3|PPARG|TGFB1|TGFBR1|TNF|VEGFA,32.73,24
daidzein,C004742,486-66-8,Acute Kidney Injury,MESH:D058186,,BAX|C3|CLU|CYP1B1|CYP2C9|CYP2D6|EGFR|HMOX1|IL6|LRG1|MPO|NFE2L2|NFKB1|NOS2|NOS3|NQO1|PPARG|SOD1|TGFB1|TNF|TP53|UGT1A1|UGT1A9,32.59,24
caryophyllene,C024714,,Acute Kidney Injury,MESH:D058186,,BAX|CP|HAVCR1|HMOX1|IL10|IL6|NFE2L2|NFKB1|NOS2|NOS3|PPARG|SOD1|TGFB1|TNF|TP53,32.56,22
Corticosterone,D003345,50-22-6,Acute Kidney Injury,MESH:D058186,,A2M|AVP|BAX|C3|CP|CYP2C9|CYP2D6|CYP3A23-3A1|EDN1|GAS6|GSTM2|IGF1|IL6|INS|NPPA|OCLN|ORM1|POMC|PPARG|SOD1|SPP1|TF|TGFB1|TGFBR1|TLR4|TNF|VEGFA,32.41,25
"Cholesterol, Dietary",D002791,,Acute Kidney Injury,MESH:D058186,,A2M|ALB|AVP|B2M|BAX|BDKRB2|C3|CD44|CP|CYP1B1|CYP3A23-3A1|EDN1|G6PD|GC|GPNMB|HAVCR1|HMOX1|HP|HSPA1A|IGF1|IL10|IL6|INS|LCN2|MIR99A|MPO|NFE2L2|NFKB1|NOS2|NOS3|PLG|PPARG|SOD1|SPP1|TGFB1|TLR2|TNF|TP53|UGT1A1|UGT1A9|VEGFA,32.31,40
tectorigenin,C120039,,Acute Kidney Injury,MESH:D058186,,BAX|CST3|HAVCR1|HMOX1|IL6|LCN2|NFE2L2|NFKB1|NQO1|OCLN|TLR4|TNF,32.23,19
protocatechuic acid,C009091,99-50-3,Acute Kidney Injury,MESH:D058186,,BAX|EPO|G6PD|GSTP1|HMOX1|IL10|IL6|MPO|NFE2L2|NOS2|NQO1|TGFB1|TLR4|TNF|VEGFA,32.22,17
